,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
1,0.0,0.0,0.28984368,0.0,0.27015895,0.0,0.30140835,0.0,0.0,0.0,0.04466839,0.0,0.22333626,0.0,0.0,0.0,0.0,0.3353008,0.0,0.0,0.26909178,0.1971142,0.19611372,0.0,0.10894446,0.21022286,0.3067824,0.2862924,0.0,0.274507,0.0,0.0,0.19088793,0.0,0.0,0.0,0.0,0.36513677,0.0,0.2015821,0.04626802,0.0,0.061946474,0.24489072,0.43036953,0.0,0.35207975,0.0,0.0,0.0,0.0,0.0,0.48757645,0.0,0.0,0.29174843,0.0,0.0,0.3183395,0.004134031,0.0,0.08289356,0.0,0.35349706,0.19769868,0.2317412,0.0,0.0,0.0,0.41474187,0.0,0.32167318,0.27042133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14436169,0.35380885,0.28582335,0.0,0.2908303,0.3197645,0.24556583,0.21787876,0.0,0.017712783,0.06488362,0.0,0.0,0.26353043,0.0,0.0,0.0,0.0,0.16612285,0.0,0.0,0.0,0.0,0.0,0.22740506,0.0,0.0,0.13846138,0.0,0.0,0.0,0.0,0.10213453,0.0,0.0,0.0,0.3035613,0.0075286347,0.0010725167,0.0,0.17538495,0.0,0.0,0.2941526,0.27831268,0
2,0.0,0.0,0.29282698,0.0,0.27267677,0.0,0.3071507,0.0,0.0,0.0,0.039344735,0.0,0.2311415,0.0,0.0011880156,0.0,0.0,0.34210202,0.0,0.0,0.27522928,0.20049353,0.20231289,0.0,0.10827304,0.21418643,0.30849943,0.29260436,0.0,0.28416362,0.0,0.0,0.19594434,0.0,0.0,0.0,0.0,0.36674112,0.0,0.20306534,0.04959221,0.0,0.06423926,0.24683747,0.43872866,0.0,0.35869232,0.0,0.0,0.0,0.0,0.0,0.48894772,0.0,0.0,0.29806104,0.0,0.0,0.327632,0.0047613364,0.0,0.08094563,0.0,0.3580023,0.19830951,0.23754036,0.0,0.0,0.0,0.4188355,0.0,0.3277054,0.27451682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14866948,0.3544241,0.2956615,0.0,0.2924156,0.32177112,0.2452865,0.22331229,0.0,0.024446387,0.06848427,0.0,0.0,0.27088702,0.0,0.0,0.0,0.0,0.1690123,0.0,0.0,0.0,0.0,0.0,0.22954285,0.0,0.0,0.14137769,0.0,0.0,0.0,0.0,0.101827614,0.0,0.0,0.0,0.30482864,0.006525675,0.0,0.0,0.17555335,0.0,0.0,0.2941246,0.28086713,0
3,0.0,0.0,0.26124662,0.0,0.24842542,0.0,0.27261502,0.0,0.0,0.0,0.040154867,0.0,0.20767379,0.0,0.0,0.0,0.0,0.30479622,0.0,0.0,0.24839915,0.18125105,0.18197416,0.0,0.096839786,0.19339967,0.27537298,0.26177904,0.0,0.2549717,0.0,0.0,0.17616841,0.0,0.0,0.0,0.0,0.3287429,0.0,0.1833524,0.045938145,0.0,0.053658135,0.21694304,0.39202836,0.0,0.3229504,0.0,0.0,0.0,0.0,0.0,0.44763252,0.0,0.0,0.26906547,0.0,0.0,0.29416457,0.0011064038,0.0,0.07321362,0.0,0.32601395,0.18029405,0.20906231,0.0,0.0,0.0,0.37911347,0.0,0.2921016,0.24659568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13231543,0.32256624,0.26293904,0.0,0.2642855,0.28892234,0.22359556,0.20377016,0.0,0.01550778,0.058878165,0.0,0.0,0.24535461,0.0,0.0,0.0,0.0,0.15487383,0.0,0.0,0.0,0.0,0.0,0.20747592,0.0,0.0,0.12070953,0.0,0.0,0.0,0.0,0.09695469,0.0,0.0,0.0,0.2753356,0.0061104475,0.0,0.0,0.15927102,0.0,0.0,0.27034065,0.25249895,0
4,0.0,0.0,0.28459054,0.0,0.26617146,0.0,0.29288965,0.0,0.0,0.0,0.043968968,0.0,0.2207571,0.0,0.0,0.0,0.0,0.33194444,0.0,0.0,0.2666438,0.19506636,0.19434412,0.0,0.1054288,0.20930366,0.29756305,0.28368658,0.0,0.27085194,0.0,0.0,0.18840346,0.0,0.0,0.0,0.0,0.3578801,0.0,0.198586,0.045895573,0.0,0.06139672,0.23575166,0.422116,0.0,0.34213758,0.0,0.0,0.0,0.0,0.0,0.48009667,0.0,0.0,0.2864823,0.0,0.0,0.3184624,0.0019690096,0.0,0.07891924,0.0,0.3501628,0.19324265,0.22490671,0.0,0.0,0.0,0.40957052,0.0,0.31517023,0.2660628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14204249,0.34636885,0.28311992,0.0,0.28672352,0.31754753,0.24123211,0.21610826,0.0,0.01497009,0.06257323,0.0,0.0,0.2616506,0.0,0.0,0.0,0.0,0.16421312,0.0,0.0,0.0,0.0,0.0,0.21992455,0.0,0.0,0.13696592,0.0,0.0,0.0,0.0,0.10314176,0.0,0.0,0.0,0.29567662,0.008362539,0.0,0.0,0.17320056,0.0,0.0,0.29307047,0.27365103,0
5,0.0,0.0,0.25713378,0.0,0.24437869,0.0,0.26509842,0.0,0.0,0.0,0.0371158,0.0,0.19948724,0.0,0.0,0.0,0.0,0.29735,0.0,0.0,0.24534602,0.17513837,0.17764859,0.0,0.09393302,0.18874882,0.27066895,0.25747362,0.0,0.25088435,0.0,0.0,0.17111921,0.0,0.0,0.0,0.0,0.3195562,0.0,0.17916177,0.045268696,0.0,0.05339328,0.21092081,0.38258502,0.0,0.31333145,0.0,0.0,0.0,0.0,0.0,0.4399248,0.0,0.0,0.26263422,0.0,0.0,0.28874087,0.0,0.0,0.07481158,0.0,0.31701675,0.18094058,0.20297182,0.0,0.0,0.0,0.3674932,0.0,0.28683716,0.23953894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987114,0.31141207,0.2552753,0.0,0.25709623,0.2786969,0.21866624,0.20047057,0.0,0.0131697655,0.059532963,0.0,0.0,0.23961459,0.0,0.0,0.0,0.0,0.15089037,0.0,0.0,0.0,0.0,0.0,0.20552717,0.0,0.0,0.11972406,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.26855996,0.0108855,0.0,0.0,0.15507448,0.0,0.0,0.26442835,0.24308477,0
6,0.0,0.0,0.26508155,0.0,0.24835727,0.0,0.27593362,0.0,0.0,0.0,0.040512506,0.0,0.20851567,0.0,0.0,0.0,0.0,0.31103522,0.0,0.0,0.2533055,0.18436627,0.1835113,0.0,0.09894169,0.19288698,0.2830163,0.2658476,0.0,0.2523834,0.0,0.0,0.17433593,0.0,0.0,0.0,0.0,0.33524546,0.0,0.18649936,0.044639915,0.0,0.05517818,0.2241434,0.39855883,0.0,0.32665646,0.0,0.0,0.0,0.0,0.0,0.44894192,0.0,0.0,0.2663618,0.0,0.0,0.29760182,0.00018507428,0.0,0.07679923,0.0,0.32724854,0.18124568,0.21391058,0.0,0.0,0.0,0.3860263,0.0,0.2962317,0.25173336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13380197,0.32744193,0.2669162,0.0,0.26892015,0.29308894,0.2255354,0.20311284,0.0,0.014273321,0.06291862,0.0,0.0,0.24621002,0.0,0.0,0.0,0.0,0.15387088,0.0,0.0,0.0,0.0,0.0,0.20762075,0.0,0.0,0.12567593,0.0,0.0,0.0,0.0,0.09608094,0.0,0.0,0.0,0.277366,0.006432805,0.0,0.0,0.16279002,0.0,0.0,0.27257684,0.25668013,0
7,0.0,0.0,0.28506052,0.0,0.26604962,0.0,0.29869545,0.0,0.0,0.0,0.043687716,0.0,0.22207034,0.0,0.0018509161,0.0,0.0,0.33333448,0.0,0.0,0.26941428,0.1986026,0.19803022,0.0,0.104939796,0.21122006,0.30215722,0.28609487,0.0,0.27658704,0.0,0.0,0.19180393,0.0,0.0,0.0,0.0,0.36249092,0.0,0.19963808,0.04850658,0.0,0.059078395,0.24044251,0.4295744,0.0,0.34919566,0.0,0.0,0.0,0.0,0.0,0.48265058,0.0,0.0,0.289059,0.0,0.0,0.31879833,0.0057044774,0.0,0.07879059,0.0,0.348237,0.19550297,0.23089558,0.0,0.0,0.0,0.4115634,0.0,0.32083637,0.27064875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14495902,0.34508294,0.28685105,0.0,0.29163888,0.31835085,0.24207495,0.22284272,0.0,0.021847967,0.06467692,0.0,0.0,0.26437813,0.0,0.0,0.0,0.0,0.16359219,0.0,0.0,0.0,0.0,0.0,0.22538482,0.0,0.0,0.1359598,0.0,0.0,0.0,0.0,0.10202094,0.0,0.0,0.0,0.30042672,0.012028423,0.0,0.0,0.16893286,0.0,0.0,0.2910266,0.27189612,0
8,0.0,0.0,0.2790789,0.0,0.2596703,0.0,0.28538644,0.0,0.0,0.0,0.045819722,0.0,0.21543488,0.0,0.0,0.0,0.0,0.32557678,0.0,0.0,0.25816345,0.19271636,0.19227663,0.0,0.10608735,0.20662782,0.2941224,0.27386594,0.0,0.26583138,0.0,0.0,0.18235886,0.0,0.0,0.0,0.0,0.34761453,0.0,0.19146512,0.04262344,0.0,0.05802861,0.23305148,0.41330755,0.0,0.33703998,0.0,0.0,0.0,0.0,0.0,0.4653616,0.0,0.0,0.28046203,0.0,0.0,0.30662036,0.0029601976,0.0,0.074742384,0.0,0.33997655,0.19404581,0.22672524,0.0,0.0,0.0,0.39635834,0.0,0.30711868,0.26125264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13607162,0.33898672,0.281555,0.0,0.28096548,0.30705234,0.2319773,0.21089092,0.0,0.019519202,0.06352055,0.0,0.0,0.25463304,0.0,0.0,0.0,0.0,0.16264091,0.0,0.0,0.0,0.0,0.0,0.21668382,0.0,0.0,0.12983797,0.0,0.0,0.0,0.0,0.10249403,0.0,0.0,0.0,0.2921394,0.0070472267,0.0,0.0,0.16467315,0.0,0.0,0.28496912,0.26664743,0
9,0.0,0.0,0.31366026,0.0,0.2873789,0.0,0.32106185,0.0,0.0,0.0,0.051820304,0.0,0.22618923,0.0,0.0,0.0,0.0,0.3546934,0.0,0.0,0.28538695,0.21039781,0.20795284,0.0,0.113142915,0.22158885,0.31796464,0.2978535,0.0,0.29583132,0.0,0.0,0.2034953,0.0,0.0,0.0,0.0,0.3857123,0.0,0.2072852,0.043247234,0.0,0.06508349,0.2621929,0.45176432,0.0,0.37841314,0.0,0.0,0.0,0.0,0.0,0.5111867,0.0,0.0,0.30852044,0.0,0.0,0.34318516,0.00032771938,0.0,0.09172197,0.0,0.370506,0.20892091,0.2465232,0.0,0.0,0.0,0.43307376,0.0,0.34224904,0.2894419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15710104,0.3618198,0.29729688,0.0,0.30973858,0.33700785,0.25184417,0.23321043,0.0,0.02298776,0.07102674,0.0,0.0,0.2780764,0.0,0.0,0.0,0.0,0.18255566,0.0,0.0,0.0,0.0,0.0,0.23620449,0.0,0.0,0.14726076,0.0,0.0,0.0,0.0,0.109405726,0.0,0.0,0.0,0.3149217,0.016947139,0.0,0.0,0.18544756,0.0,0.0,0.3077592,0.29353234,0
10,0.0,0.0,0.29798615,0.0,0.27325433,0.0,0.30796692,0.0,0.0,0.0,0.050751694,0.0,0.22529097,0.0,0.0,0.0,0.0,0.34120992,0.0,0.0,0.27339268,0.19872002,0.19539446,0.0,0.108622015,0.21461213,0.30963382,0.28751326,0.0,0.28099272,0.0,0.0,0.18980205,0.0,0.0,0.0,0.0,0.36494195,0.0,0.19682513,0.048053958,0.0,0.062067386,0.24251604,0.4323425,0.0,0.35542804,0.0,0.0,0.0,0.0,0.0,0.4864784,0.0,0.0,0.29236284,0.0,0.0,0.3248295,0.0036599245,0.0,0.08018235,0.0,0.35619003,0.20204678,0.24301481,0.0,0.0,0.0,0.41392753,0.0,0.32129368,0.27416492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14821199,0.355203,0.2906878,0.0,0.2928926,0.32709908,0.24692595,0.22396208,0.0,0.01882254,0.0653656,0.0,0.0,0.26893902,0.0,0.0,0.0,0.0,0.1684749,0.0,0.0,0.0,0.0,0.0,0.22679985,0.0,0.0,0.1385802,0.0,0.0,0.0,0.0,0.10664735,0.0,0.0,0.0,0.30632165,0.0052687544,0.0034302827,0.0,0.1735532,0.0,0.0,0.29304162,0.28441918,0
